timestamp,index,temperature.gpu,power.draw,memory.used,utilization.gpu
2026/04/16 03:32:55,card0,50.0,245.0,1841975033,0
2026/04/16 03:32:55,card1,47.0,242.0,1832384546,0
2026/04/16 03:32:55,card2,48.0,244.0,1845265534,0
2026/04/16 03:32:55,card3,48.0,249.0,1864452837,0
2026/04/16 03:32:55,card4,52.0,245.0,3768396760,0
2026/04/16 03:32:55,card5,51.0,248.0,3761507070,0
2026/04/16 03:32:55,card6,48.0,242.0,3774623052,0
2026/04/16 03:32:55,card7,50.0,243.0,3764207447,0
2026/04/16 03:32:55,,,,,
2026/04/16 03:32:57,card0,50.0,254.0,1841976641,0
2026/04/16 03:32:57,card1,47.0,251.0,1832386032,0
2026/04/16 03:32:57,card2,48.0,252.0,1845267027,0
2026/04/16 03:32:57,card3,48.0,258.0,1864454395,0
2026/04/16 03:32:57,card4,52.0,251.0,3768398164,0
2026/04/16 03:32:57,card5,51.0,257.0,3761508400,0
2026/04/16 03:32:57,card6,48.0,249.0,3774624491,0
2026/04/16 03:32:57,card7,50.0,251.0,3764208865,0
2026/04/16 03:32:57,,,,,
2026/04/16 03:32:59,card0,50.0,254.0,1841977645,0
2026/04/16 03:32:59,card1,47.0,251.0,1832386937,0
2026/04/16 03:32:59,card2,48.0,252.0,1845267954,0
2026/04/16 03:32:59,card3,48.0,258.0,1864455312,0
2026/04/16 03:32:59,card4,52.0,251.0,3768399007,0
2026/04/16 03:32:59,card5,51.0,257.0,3761509268,0
2026/04/16 03:32:59,card6,48.0,249.0,3774625337,0
2026/04/16 03:32:59,card7,50.0,251.0,3764209725,0
2026/04/16 03:32:59,,,,,
2026/04/16 03:33:01,card0,50.0,257.0,1841980010,0
2026/04/16 03:33:01,card1,47.0,254.0,1832389180,0
2026/04/16 03:33:01,card2,48.0,255.0,1845270235,0
2026/04/16 03:33:01,card3,48.0,260.0,1864457639,0
2026/04/16 03:33:01,card4,52.0,254.0,3768401136,0
2026/04/16 03:33:01,card5,51.0,259.0,3761511339,0
2026/04/16 03:33:01,card6,48.0,252.0,3774627525,0
2026/04/16 03:33:01,card7,50.0,254.0,3764211901,0
2026/04/16 03:33:01,,,,,
2026/04/16 03:33:03,card0,50.0,254.0,1841980158,0
2026/04/16 03:33:03,card1,47.0,251.0,1832389345,0
2026/04/16 03:33:03,card2,48.0,252.0,1845270397,0
2026/04/16 03:33:03,card3,48.0,257.0,1864457817,0
2026/04/16 03:33:03,card4,52.0,251.0,3768401264,0
2026/04/16 03:33:03,card5,51.0,256.0,3761511458,0
2026/04/16 03:33:03,card6,48.0,249.0,3774627630,0
2026/04/16 03:33:03,card7,50.0,251.0,3764211980,0
2026/04/16 03:33:03,,,,,
2026/04/16 03:33:05,card0,50.0,258.0,1841989333,0
2026/04/16 03:33:05,card1,47.0,255.0,1832398031,0
