timestamp,index,temperature.gpu,power.draw,memory.used,utilization.gpu
2026/04/09 02:51:17,card0,48.0,243.0,1403679226,0
2026/04/09 02:51:17,card1,45.0,240.0,1395746336,0
2026/04/09 02:51:17,card2,46.0,243.0,1405831910,0
2026/04/09 02:51:17,card3,47.0,247.0,1428098674,0
2026/04/09 02:51:17,card4,50.0,244.0,3384156904,0
2026/04/09 02:51:17,card5,49.0,247.0,3379573504,0
2026/04/09 02:51:17,card6,47.0,241.0,3392984899,0
2026/04/09 02:51:17,card7,49.0,242.0,3380992798,0
2026/04/09 02:51:17,,,,,
2026/04/09 02:51:19,card0,48.0,252.0,1403680458,0
2026/04/09 02:51:19,card1,45.0,248.0,1395747621,0
2026/04/09 02:51:19,card2,46.0,250.0,1405833210,0
2026/04/09 02:51:19,card3,47.0,255.0,1428099899,0
2026/04/09 02:51:19,card4,50.0,249.0,3384158164,0
2026/04/09 02:51:19,card5,49.0,255.0,3379574841,0
2026/04/09 02:51:19,card6,47.0,248.0,3392986270,0
2026/04/09 02:51:19,card7,49.0,249.0,3380994119,0
2026/04/09 02:51:19,,,,,
2026/04/09 02:51:21,card0,48.0,252.0,1403680458,0
2026/04/09 02:51:21,card1,45.0,247.0,1395747621,0
2026/04/09 02:51:21,card2,46.0,250.0,1405833210,0
2026/04/09 02:51:21,card3,47.0,255.0,1428099899,0
2026/04/09 02:51:21,card4,50.0,249.0,3384158164,0
2026/04/09 02:51:21,card5,49.0,256.0,3379574841,0
2026/04/09 02:51:21,card6,47.0,248.0,3392986270,0
2026/04/09 02:51:21,card7,49.0,249.0,3380994119,0
2026/04/09 02:51:21,,,,,
2026/04/09 02:51:23,card0,48.0,252.0,1403681658,0
2026/04/09 02:51:23,card1,45.0,248.0,1395748991,0
2026/04/09 02:51:23,card2,46.0,250.0,1405834611,0
2026/04/09 02:51:23,card3,47.0,255.0,1428101298,0
2026/04/09 02:51:23,card4,50.0,249.0,3384159284,0
2026/04/09 02:51:23,card5,49.0,255.0,3379576080,0
2026/04/09 02:51:23,card6,47.0,248.0,3392987556,0
2026/04/09 02:51:23,card7,49.0,249.0,3380995421,0
2026/04/09 02:51:23,,,,,
2026/04/09 02:51:26,card0,48.0,251.0,1403681658,0
